0 169 138
1 174 133
2 169 138
3 174 143
4 169 148
5 174 153
6 179 158
7 184 163
8 189 168
9 194 173
10 189 178
11 184 183
12 179 188
13 174 183
14 169 188
15 164 183
16 159 188
17 164 183
18 169 188
19 174 193
20 179 198
21 184 193
22 189 188
23 184 183
24 189 178
25 184 173
26 189 178
27 194 173
28 189 168
29 194 163
30 189 158
31 194 153
32 189 148
33 194 153
34 189 158
35 194 163
36 189 168
37 194 173
38 199 178
39 204 183
40 209 188
41 214 193
42 219 198
43 214 203
44 219 208
45 224 213
46 229 218
47 234 223
48 239 228
49 244 233
50 249 238
51 244 243
52 239 248
53 234 243
54 229 248
55 224 243
56 219 248
57 214 243
58 219 248
59 224 243
60 229 238
61 234 233
62 229 228
63 234 223
64 229 218
65 234 223
66 239 228
67 234 233
68 229 228
69 234 223
70 229 218
71 234 213
72 229 208
73 234 213
74 229 218
75 224 213
76 229 208
77 234 213
78 229 218
79 224 213
80 229 218
81 224 223
82 219 218
83 224 213
84 219 208
85 224 203
86 219 198
87 224 203
88 229 208
89 234 213
90 239 218
91 244 223
92 239 228
93 234 223
94 239 228
95 244 233
96 249 228
97 244 223
98 249 218
99 244 213
